#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons
Vs. (USA);Vs. (USA);Sony PlayStation;;;;;;;;;;;;;;
Breath of Fire IV (USA);Breath of Fire IV (USA);Sony PlayStation;;2000;Capcom;Role-Playing;1;;;;;;;;;
Brian Lara Cricket (Europe);Brian Lara Cricket (Europe);Sony PlayStation;;;;;;;;;;;;;;
Brigandine - The Legend of Forsena (USA);Brigandine - The Legend of Forsena (USA);Sony PlayStation;;1998;Atlus;Role-Playing / Strategy;1;;;;;;;;;
Broken Helix (USA);Broken Helix (USA);Sony PlayStation;;;;;;;;;;;;;;
Broken Sword - The Shadow of the Templars (USA);Broken Sword - The Shadow of the Templars (USA);Sony PlayStation;;1998;SCEA;;;;;;;;;;;
Broken Sword II - The Smoking Mirror (USA);Broken Sword II - The Smoking Mirror (USA);Sony PlayStation;;1999;THQ;;;;;;;;;;;
Brunswick Circuit Pro Bowling (USA);Brunswick Circuit Pro Bowling (USA);Sony PlayStation;;;;;;;;;;;;;;
Brunswick Circuit Pro Bowling 2 (USA);Brunswick Circuit Pro Bowling 2 (USA);Sony PlayStation;;;;;;;;;;;;;;
Bubble Bobble also featuring Rainbow Islands (USA);Bubble Bobble also featuring Rainbow Islands (USA);Sony PlayStation;;1996;Acclaim;Platform / Puzzle;;;;;;;;;;
Bubsy 3D - Furbitten Planet (USA);Bubsy 3D - Furbitten Planet (USA);Sony PlayStation;;;;;;;;;;;;;;
Buggy (Europe) (En,Fr,De,Es,It,Pt);Buggy (Europe) (En,Fr,De,Es,It,Pt);Sony PlayStation;;;Gremlin Graphics;Racing;;;;;;;;;;
Bugriders - The Race of Kings (USA);Bugriders - The Race of Kings (USA);Sony PlayStation;;1997;GT Interactive;Racing;1;;;;;;;;;
Bugs Bunny & Taz - Time Busters (USA) (En,Fr,Es);Bugs Bunny & Taz - Time Busters (USA) (En,Fr,Es);Sony PlayStation;;2000;Infogrames;;;;;;;;;;;
Bugs Bunny - Lost in Time (USA) (En,Fr,Es);Bugs Bunny - Lost in Time (USA) (En,Fr,Es);Sony PlayStation;;1999;Infogrames;Platform;1;;;;;;;;;
Builder's Block (USA);Builder's Block (USA);Sony PlayStation;;2000;Jaleco;Puzzle;;;;;;;;;;
Burning Road (USA);Burning Road (USA);Sony PlayStation;;1996;Playmates Interactive Entertainment;Racing;;;;;;;;;;
BursTrick - Wake Boarding!! (USA);BursTrick - Wake Boarding!! (USA);Sony PlayStation;;2001;Natsume;Sports;;;;;;;;;;
Bushido Blade (USA);Bushido Blade (USA);Sony PlayStation;;1997;Square, SCEA;Fighting;2;;;;;;;;;
Bushido Blade 2 (USA);Bushido Blade 2 (USA);Sony PlayStation;;1998;Sony;Fighting;2;;;;;;;;;
Bust A Groove (USA);Bust A Groove (USA);Sony PlayStation;;1998;989 Sports;Action / Music;2;;;;;;;;;
Bust A Groove 2 (USA);Bust A Groove 2 (USA);Sony PlayStation;;1999;Enix;Action / Music;2;;;;;;;;;
Bust-A-Move '99 (USA);Bust-A-Move '99 (USA);Sony PlayStation;;1999;Acclaim;;2;;;;;;;;;
Bust-A-Move 2 - Arcade Edition (USA);Bust-A-Move 2 - Arcade Edition (USA);Sony PlayStation;;1996;Acclaim;Puzzle;2;;;;;;;;;
Bust-A-Move 4 (USA);Bust-A-Move 4 (USA);Sony PlayStation;;2000;Natsume;Puzzle;2;;;;;;;;;
Buster Bros. Collection (USA);Buster Bros. Collection (USA);Sony PlayStation;;1997;Capcom;;;;;;;;;;;
C - The Contra Adventure (USA);C - The Contra Adventure (USA);Sony PlayStation;;1998;Konami;Action;;;;;;;;;;
C-12 - Final Resistance (USA);C-12 - Final Resistance (USA);Sony PlayStation;;2002;Sony;Action / Shooter;1;;;;;;;;;
C3 Racing - Car Constructors Championship (Europe) (En,Fr,De,Es,It);C3 Racing - Car Constructors Championship (Europe) (En,Fr,De,Es,It);Sony PlayStation;;;;;;;;;;;;;;
CART World Series (USA);CART World Series (USA);Sony PlayStation;;1997;Sony;Racing;2;;;;;;;;;
CT Special Forces (Europe) (En,Fr,De,Es,It,Nl);CT Special Forces (Europe) (En,Fr,De,Es,It,Nl);Sony PlayStation;;2002;LSP;Platform / Shooter;2;;;;;;;;;
CT Special Forces - Back to Hell (Europe) (En,Fr,De,Es,It,Nl);CT Special Forces - Back to Hell (Europe) (En,Fr,De,Es,It,Nl);Sony PlayStation;;2003;Hip Interactive;Action;1;;;;;;;;;
CT Special Forces 3 - Bioterror (Europe) (En,Fr,De,Es,It,Nl);CT Special Forces 3 - Bioterror (Europe) (En,Fr,De,Es,It,Nl);Sony PlayStation;;2004;LSP;Shooter;1;;;;;;;;;
CTR - Crash Team Racing (USA);CTR - Crash Team Racing (USA);Sony PlayStation;;;;;;;;;;;;;;
Cabela's Big Game Hunter - Ultimate Challenge (USA);Cabela's Big Game Hunter - Ultimate Challenge (USA);Sony PlayStation;;;;;;;;;;;;;;
Cabela's Ultimate Deer Hunt - Open Season (USA);Cabela's Ultimate Deer Hunt - Open Season (USA);Sony PlayStation;;;;;;;;;;;;;;
Caesars Palace (USA);Caesars Palace (USA);Sony PlayStation;;;;;;;;;;;;;;
Caesars Palace 2000 - Millennium Gold Edition (USA);Caesars Palace 2000 - Millennium Gold Edition (USA);Sony PlayStation;;;;;;;;;;;;;;
Caesars Palace II (USA);Caesars Palace II (USA);Sony PlayStation;;;;;;;;;;;;;;
California Surfing (Europe);California Surfing (Europe);Sony PlayStation;;;;;;;;;;;;;;
California Watersports (Europe) (En,Fr,De);California Watersports (Europe) (En,Fr,De);Sony PlayStation;;;;;;;;;;;;;;
Capcom Generations (Europe) (Disc 1) (Wings of Destiny);Capcom Generations (Europe) (Disc 1) (Wings of Destiny);Sony PlayStation;;1999;Virgin Interactive;;1;;;;;;;;;
Capcom Generations (Europe) (Disc 2) (Chronicles of Arthur);Capcom Generations (Europe) (Disc 2) (Chronicles of Arthur);Sony PlayStation;;1999;Virgin Interactive;;1;;;;;;;;;
Capcom Generations (Europe) (Disc 3) (The First Generation);Capcom Generations (Europe) (Disc 3) (The First Generation);Sony PlayStation;;1999;Virgin Interactive;;1;;;;;;;;;
Capcom Generations (Europe) (Disc 4) (Blazing Guns);Capcom Generations (Europe) (Disc 4) (Blazing Guns);Sony PlayStation;;1999;Virgin Interactive;;1;;;;;;;;;
Capcom Generations - The First Generation (Europe);Capcom Generations - The First Generation (Europe);Sony PlayStation;;;;;;;;;;;;;;
Capcom vs. SNK Pro (USA);Capcom vs. SNK Pro (USA);Sony PlayStation;;;;;;;;;;;;;;
Car and Driver Presents - Grand Tour Racing '98 (USA);Car and Driver Presents - Grand Tour Racing '98 (USA);Sony PlayStation;;;;;;;;;;;;;;
Card Games (USA);Card Games (USA);Sony PlayStation;;2001;A1 Games;Puzzle;2;;;;;;;;;
Card Shark (Europe);Card Shark (Europe);Sony PlayStation;;;;;;;;;;;;;;
Cardinal Syn (USA);Cardinal Syn (USA);Sony PlayStation;;1998;989;Fighting;2;;;;;;;;;
Carmageddon (Europe) (En,Fr,Es,It);Carmageddon (Europe) (En,Fr,Es,It);Sony PlayStation;;1999;SCi;Racing;;;;;;;;;;
Carnage Heart (USA);Carnage Heart (USA);Sony PlayStation;;1997;Sony;Strategy;;;;;;;;;;
Casper (USA);Casper (USA);Sony PlayStation;;1996;Natsume;Action / Adventure;1;;;;;;;;;
Casper - Friends Around the World (USA);Casper - Friends Around the World (USA);Sony PlayStation;;2000;TDK;;;;;;;;;;;
Castlevania - Symphony of the Night (USA);Castlevania - Symphony of the Night (USA);Sony PlayStation;;1997;Konami;Action / Adventure;1;;;;;;;;;
Castlevania Chronicles (USA);Castlevania Chronicles (USA);Sony PlayStation;;2001;Konami;Action / Adventure;2;;;;;;;;;
Castrol Honda Superbike Racing (USA);Castrol Honda Superbike Racing (USA);Sony PlayStation;;;;;;;;;;;;;;
Castrol Honda VTR (Europe) (En,Fr,De,It);Castrol Honda VTR (Europe) (En,Fr,De,It);Sony PlayStation;;;;;;;;;;;;;;
Cat in the Hat, The (USA);Cat in the Hat, The (USA);Sony PlayStation;;;;;;;;;;;;;;
Centipede (USA);Centipede (USA);Sony PlayStation;;1999;Atari;Action / Adventure;;;;;;;;;;
Championship Bass (USA);Championship Bass (USA);Sony PlayStation;;2000;Electronic Arts;Sports;;;;;;;;;;
Championship Manager Quiz (Europe);Championship Manager Quiz (Europe);Sony PlayStation;;;;;;;;;;;;;;
Championship Motocross 2001 featuring Ricky Carmichael (USA);Championship Motocross 2001 featuring Ricky Carmichael (USA);Sony PlayStation;;;;;;;;;;;;;;
Championship Motocross featuring Ricky Carmichael (USA);Championship Motocross featuring Ricky Carmichael (USA);Sony PlayStation;;1999;Thq;Racing;;;;;;;;;;
Championship Surfer (USA);Championship Surfer (USA);Sony PlayStation;;;;;;;;;;;;;;
Chaos Break (Europe) (En,Fr,De,It);Chaos Break (Europe) (En,Fr,De,It);Sony PlayStation;;2000;Taito;;;;;;;;;;;
Checkmate (Europe);Checkmate (Europe);Sony PlayStation;;;;;;;;;;;;;;
Checkmate II (Europe);Checkmate II (Europe);Sony PlayStation;;;;;;;;;;;;;;
Cheesy (Europe) (En,Fr);Cheesy (Europe) (En,Fr);Sony PlayStation;;;;;;;;;;;;;;
Chess (USA);Chess (USA);Sony PlayStation;;2001;Agetec;Puzzle;2;;;;;;;;;
Chessmaster 3-D, The (USA);Chessmaster 3-D, The (USA);Sony PlayStation;;1996;Mindscape;Puzzle / Strategy;;;;;;;;;;
Chessmaster II (USA);Chessmaster II (USA);Sony PlayStation;;;;;;;;;;;;;;
Chicken Run (USA);Chicken Run (USA);Sony PlayStation;;2000;Eidos;;;;;;;;;;;
Chill (Europe) (En,Fr,De,Es,It);Chill (Europe) (En,Fr,De,Es,It);Sony PlayStation;;1998;Eidos Interactive;Sports;1;;;;;;;;;
China - The Forbidden City (Europe) (En,Es,Nl,Sv);China - The Forbidden City (Europe) (En,Es,Nl,Sv);Sony PlayStation;;;;;;;;;;;;;;
Choaniki - Kyuukyoku Muteki Ginga Saikyou Otoko (Japan);Choaniki - Kyuukyoku Muteki Ginga Saikyou Otoko (Japan);Sony PlayStation;;1995;Nippon Computer Systems;Shooter;1;;;;;;;;;
Chocobo Racing (USA);Chocobo Racing (USA);Sony PlayStation;;1999;Square;Racing;2;;;;;;;;;
Chocobo's Dungeon 2 (USA);Chocobo's Dungeon 2 (USA);Sony PlayStation;;1999;Squaresoft;Action / Role-Playing;1;;;;;;;;;
Chris Kamara's Street Soccer (Europe);Chris Kamara's Street Soccer (Europe);Sony PlayStation;;2000;Midas Interactive Entertainment;Sports;4+;;;;;;;;;
Chronicles of the Sword (USA);Chronicles of the Sword (USA);Sony PlayStation;;1996;Psygnosis;;1;;;;;;;;;
Chrono Cross (USA);Chrono Cross (USA);Sony PlayStation;;1999;Squaresoft;Role-Playing;1;;;;;;;;;
Cindy's Caribbean Holiday (Europe);Cindy's Caribbean Holiday (Europe);Sony PlayStation;;;;;;;;;;;;;;
Cindy's Fashion World (Europe);Cindy's Fashion World (Europe);Sony PlayStation;;;;;;;;;;;;;;
Circuit Breakers (USA);Circuit Breakers (USA);Sony PlayStation;;1998;Mindscape;Racing;2;;;;;;;;;
City of Lost Children, The (USA) (En,Es,It);City of Lost Children, The (USA) (En,Es,It);Sony PlayStation;;1997;Psygnosis;Adventure;;;;;;;;;;
Civilization II (USA);Civilization II (USA);Sony PlayStation;;;;;;;;;;;;;;
Cleopatra's Fortune (USA);Cleopatra's Fortune (USA);Sony PlayStation;;2003;Mud Duck;;;;;;;;;;;
Clock Tower (USA);Clock Tower (USA);Sony PlayStation;;1997;ASCII Entertainment;Action / Adventure / Role-Playing / Puzzle;1;;;;;;;;;
Clock Tower II - The Struggle Within (USA);Clock Tower II - The Struggle Within (USA);Sony PlayStation;;1999;Human Entertainment;Action / Adventure / Role-Playing / Puzzle;1;;;;;;;;;
Codename - Tenka (USA) (v1.1);Codename - Tenka (USA) (v1.1);Sony PlayStation;;1997;Psygnosis Limited;Action / Shooter;;;;;;;;;;
Colin McRae Rally (USA);Colin McRae Rally (USA);Sony PlayStation;;2000;Sony;Racing;2;;;;;;;;;
Colin McRae Rally 2.0 (USA) (En,Fr,Es);Colin McRae Rally 2.0 (USA) (En,Fr,Es);Sony PlayStation;;2000;Codemasters;Racing;2;;;;;;;;;
College Slam (USA);College Slam (USA);Sony PlayStation;;1996;Acclaim;Sports;;;;;;;;;;
Colony Wars (USA);Colony Wars (USA);Sony PlayStation;;1997;Psygnosis;Action;1;;;;;;;;;
Colony Wars - Red Sun (USA);Colony Wars - Red Sun (USA);Sony PlayStation;;2000;Midway;Action;1;;;;;;;;;
Colony Wars - Vengeance (USA);Colony Wars - Vengeance (USA);Sony PlayStation;;1998;Psygnosis;Action;1;;;;;;;;;
Command & Conquer (USA);Command & Conquer (USA);Sony PlayStation;;1997;Virgin;Strategy;1;;;;;;;;;
Command & Conquer - Red Alert (USA);Command & Conquer - Red Alert (USA);Sony PlayStation;;1997;Virgin Games;Strategy;1;;;;;;;;;
Command & Conquer - Red Alert - Retaliation (USA);Command & Conquer - Red Alert - Retaliation (USA);Sony PlayStation;;1997;Virgin Interactive;Strategy;1;;;;;;;;;
Constructor (Europe) (En,Fr,De,Es);Constructor (Europe) (En,Fr,De,Es);Sony PlayStation;;1998;Acclaim;Construction and Management Simulation;1;;;;;;;;;
Contender (USA);Contender (USA);Sony PlayStation;;1998;Sony Interactive Entertainment America, JVC Digital Studios;Fighting / Sports;2;;;;;;;;;
Contender 2 (USA);Contender 2 (USA);Sony PlayStation;;2000;Bam! Entertaiment;Fighting / Sports;;;;;;;;;;
Contra - Legacy of War (USA);Contra - Legacy of War (USA);Sony PlayStation;;1996;Konami;;;;;;;;;;;
Cool Boarders (USA);Cool Boarders (USA);Sony PlayStation;;1996;Sony;Racing / Sports;2;;;;;;;;;
Cool Boarders 2 (USA);Cool Boarders 2 (USA);Sony PlayStation;;1997;Sony;Sports;2;;;;;;;;;
Cool Boarders 2001 (USA);Cool Boarders 2001 (USA);Sony PlayStation;;2000;Sony Computer Entertainment;Sports;;;;;;;;;;
Cool Boarders 3 (USA);Cool Boarders 3 (USA);Sony PlayStation;;1998;Sony;Sports;2;;;;;;;;;
Cool Boarders 4 (USA);Cool Boarders 4 (USA);Sony PlayStation;;1999;989 Sports;Sports;2;;;;;;;;;
Cotton 100% (Japan);Cotton 100% (Japan);Sony PlayStation;;;;;;;;;;;;;;
Cotton Original - Fantastic Night Dreams (Japan);Cotton Original - Fantastic Night Dreams (Japan);Sony PlayStation;;;;;;;;;;;;;;
Countdown Vampires (USA);Countdown Vampires (USA);Sony PlayStation;;2000;Bandai;Adventure / Horror;;;;;;;;;;
Courier Crisis (USA);Courier Crisis (USA);Sony PlayStation;;1997;GT Interactive;Sports;1;;;;;;;;;
Covert Ops - Nuclear Dawn (USA);Covert Ops - Nuclear Dawn (USA);Sony PlayStation;;;;;;;;;;;;;;
Crash Bandicoot (USA);Crash Bandicoot (USA);Sony PlayStation;;1996;Sony Computer Entertainment;Adventure / Platform;1;;;;;;;;;
Crash Bandicoot - Warped (USA);Crash Bandicoot - Warped (USA);Sony PlayStation;;;;;;;;;;;;;;
Crash Bandicoot 2 - Cortex Strikes Back (USA);Crash Bandicoot 2 - Cortex Strikes Back (USA);Sony PlayStation;;1997;Sony Computer Entertainment;Action / Adventure;1;;;;;;;;;
Crash Bash (USA);Crash Bash (USA);Sony PlayStation;;2000;Sony;Action;4+;;;;;;;;;
Creatures (USA);Creatures (USA);Sony PlayStation;;2001;Swing! Entertainment Media AG;Life Simulation;;;;;;;;;;
Creatures - Raised in Space (USA);Creatures - Raised in Space (USA);Sony PlayStation;;2002;Conspiracy Entertainment  Corp.;Life Simulation;1;;;;;;;;;
Cricket 2000 (Europe);Cricket 2000 (Europe);Sony PlayStation;;;;;;;;;;;;;;
Crime Killer (USA);Crime Killer (USA);Sony PlayStation;;1998;Interplay;Action / Racing;2;;;;;;;;;
Crisis Beat (Europe);Crisis Beat (Europe);Sony PlayStation;;1998;Bandai;Action;2;;;;;;;;;
Critical Depth (USA);Critical Depth (USA);Sony PlayStation;;;;;;;;;;;;;;
Criticom (USA);Criticom (USA);Sony PlayStation;;1995;Vic Tokai;Fighting;2;;;;;;;;;
Croc - Legend of the Gobbos (USA);Croc - Legend of the Gobbos (USA);Sony PlayStation;;1997;Fox;Action / Platform;1;;;;;;;;;
Croc 2 (USA);Croc 2 (USA);Sony PlayStation;;1999;Fox;;1;;;;;;;;;
Crossroad Crisis (USA);Crossroad Crisis (USA);Sony PlayStation;;;;;;;;;;;;;;
Crow, The - City of Angels (USA);Crow, The - City of Angels (USA);Sony PlayStation;;1997;Acclaim;Action / Fighting;1;;;;;;;;;
Crusader - No Remorse (USA);Crusader - No Remorse (USA);Sony PlayStation;;1996;Origin Systems;Action / Adventure / Shooter;1;;;;;;;;;
Crusaders of Might and Magic (USA);Crusaders of Might and Magic (USA);Sony PlayStation;;;;;;;;;;;;;;
Crypt Killer (USA);Crypt Killer (USA);Sony PlayStation;;1997;Konami;Action;2;;;;;;;;;
Cubix Robots for Everyone - Race 'n Robots (USA);Cubix Robots for Everyone - Race 'n Robots (USA);Sony PlayStation;;;;;;;;;;;;;;
CyberSled (USA);CyberSled (USA);Sony PlayStation;;;;;;;;;;;;;;
CyberSpeed (USA);CyberSpeed (USA);Sony PlayStation;;1995;Mindscape;Racing;;;;;;;;;;
CyberTiger (USA);CyberTiger (USA);Sony PlayStation;;1999;Electronic Arts;Sports;4+;;;;;;;;;
Cyberia (USA);Cyberia (USA);Sony PlayStation;;1996;Interplay;Action / Puzzle / Shooter;1;;;;;;;;;
D (USA);D (USA);Sony PlayStation;;;;;;;;;;;;;;
DBZ - Dead Ball Zone (USA) (En,Fr,De,Es,It);DBZ - Dead Ball Zone (USA) (En,Fr,De,Es,It);Sony PlayStation;;1998;GT Interactive Software Corp.;Action / Sports;2;;;;;;;;;
Dalmatians 2 (Europe) (En,Fr,De);Dalmatians 2 (Europe) (En,Fr,De);Sony PlayStation;;2003;Phoenix Games;Action;1;;;;;;;;;
Dalmatians, The (Europe) (En,Fr,De,Nl);Dalmatians, The (Europe) (En,Fr,De,Nl);Sony PlayStation;;;Midas;Role-Playing;1;;;;;;;;;
Dance - UK (UK);Dance - UK (UK);Sony PlayStation;;;;;;;;;;;;;;
Dance - UK eXtra TraX (UK);Dance - UK eXtra TraX (UK);Sony PlayStation;;;;;;;;;;;;;;
Dance Dance Revolution (USA);Dance Dance Revolution (USA);Sony PlayStation;;2001;Konami;Music;2;;;;;;;;;
Dance Dance Revolution - Disney Mix (USA);Dance Dance Revolution - Disney Mix (USA);Sony PlayStation;;2001;;Music;2;;;;;;;;;
Dance Dance Revolution Konamix (USA);Dance Dance Revolution Konamix (USA);Sony PlayStation;;2002;Konami;Music;2;;;;;;;;;
Dancing Stage - Euromix (Europe);Dancing Stage - Euromix (Europe);Sony PlayStation;;2001;Konami;Music;1;;;;;;;;;
Dancing Stage - Party Edition (Europe);Dancing Stage - Party Edition (Europe);Sony PlayStation;;;;;;;;;;;;;;
Dancing Stage Fever (Europe);Dancing Stage Fever (Europe);Sony PlayStation;;;;;;;;;;;;;;
Dancing Stage Fusion (Europe) (En,Fr,De,Es,It);Dancing Stage Fusion (Europe) (En,Fr,De,Es,It);Sony PlayStation;;;;;;;;;;;;;;
Danger Girl (USA);Danger Girl (USA);Sony PlayStation;;2000;THQ;Shooter;1;;;;;;;;;
Dare Devil Derby 3D (USA);Dare Devil Derby 3D (USA);Sony PlayStation;;1996;Mindscape;Racing;;;;;;;;;;
Darius Gaiden (Japan);Darius Gaiden (Japan);Sony PlayStation;;;BEC;Shooter;;;;;;;;;;
Darklight Conflict (USA) (En,Fr,De,Es,It,Sv);Darklight Conflict (USA) (En,Fr,De,Es,It,Sv);Sony PlayStation;;1997;Electronic Arts;Action / Shooter;;;;;;;;;;
Darkstalkers - The Night Warriors (USA);Darkstalkers - The Night Warriors (USA);Sony PlayStation;;1996;Capcom;Fighting;2;;;;;;;;;
Darkstalkers 3 (USA);Darkstalkers 3 (USA);Sony PlayStation;;1998;Capcom;Fighting;2;;;;;;;;;
Darkstone (USA);Darkstone (USA);Sony PlayStation;;2001;Electronic Arts;Role-Playing;;;;;;;;;;
Dave Mirra Freestyle BMX (USA);Dave Mirra Freestyle BMX (USA);Sony PlayStation;;;;Racing / Sports;;;;;;;;;;
Dave Mirra Freestyle BMX - Maximum Remix (USA);Dave Mirra Freestyle BMX - Maximum Remix (USA);Sony PlayStation;;2001;Z-Axis;Racing / Sports;2;;;;;;;;;
David Beckham Soccer (USA);David Beckham Soccer (USA);Sony PlayStation;;2002;Rage Software;Sports;;;;;;;;;;
Davis Cup Complete Tennis (Europe);Davis Cup Complete Tennis (Europe);Sony PlayStation;;;;;;;;;;;;;;
Dead in the Water (USA);Dead in the Water (USA);Sony PlayStation;;;;;;;;;;;;;;
Dead or Alive (USA);Dead or Alive (USA);Sony PlayStation;;1998;Tecmo;Fighting;2;;;;;;;;;
Deception III - Dark Delusion (USA);Deception III - Dark Delusion (USA);Sony PlayStation;;2000;Tecmo;Horror / Role-Playing / Strategy;1;;;;;;;;;
Defcon 5 - Peace Has a Price (USA);Defcon 5 - Peace Has a Price (USA);Sony PlayStation;;;;;;;;;;;;;;
Delta Force Urban Warfare (USA) (En,Fr,Es);Delta Force Urban Warfare (USA) (En,Fr,Es);Sony PlayStation;;2002;Novalogic;;;;;;;;;;;
Demolition Racer (USA);Demolition Racer (USA);Sony PlayStation;;1999;Infogrames;Action / Racing;;;;;;;;;;
Descent (USA);Descent (USA);Sony PlayStation;;1996;Interplay;Action / Flight Simulator / Shooter;;;;;;;;;;
Descent Maximum (USA);Descent Maximum (USA);Sony PlayStation;;1997;Interplay;Action / Shooter;;;;;;;;;;
Destrega (USA);Destrega (USA);Sony PlayStation;;1999;Koei;Fighting;2;;;;;;;;;
Destruction Derby (USA);Destruction Derby (USA);Sony PlayStation;;1995;Psygnosis;Action / Racing;2;;;;;;;;;
Destruction Derby 2 (USA);Destruction Derby 2 (USA);Sony PlayStation;;1996;Psygnosis;Racing;2;;;;;;;;;
Destruction Derby Raw (USA);Destruction Derby Raw (USA);Sony PlayStation;;2000;Sony;Action / Racing;2;;;;;;;;;
Destructo 2 (Europe);Destructo 2 (Europe);Sony PlayStation;;;Phoenix Games;Puzzle;1;;;;;;;;;
Detective Barbie - The Mystery Cruise (USA);Detective Barbie - The Mystery Cruise (USA);Sony PlayStation;;2000;Mattel;;;;;;;;;;;
Detective Mouse (Europe) (En,Fr,De);Detective Mouse (Europe) (En,Fr,De);Sony PlayStation;;;;;;;;;;;;;;
Devil Dice (USA);Devil Dice (USA);Sony PlayStation;;1998;THQ;Puzzle;2;;;;;;;;;
Dexter's Laboratory - Mandark's Lab (USA);Dexter's Laboratory - Mandark's Lab (USA);Sony PlayStation;;2002;Bam! Entertaiment;;;;;;;;;;;
Dezaemon Plus (Japan);Dezaemon Plus (Japan);Sony PlayStation;;;;;;;;;;;;;;
Diablo (USA) (En,Fr,De,Sv);Diablo (USA) (En,Fr,De,Sv);Sony PlayStation;;1998;Electronic Arts;Action / Role-Playing;2;;;;;;;;;
Die Hard Trilogy (USA) (v1.1);Die Hard Trilogy (USA) (v1.1);Sony PlayStation;;1996;Fox Interactive;Action;1;;;;;;;;;
Die Hard Trilogy 2 - Viva Las Vegas (USA);Die Hard Trilogy 2 - Viva Las Vegas (USA);Sony PlayStation;;2000;Fox Interactive;Action;;;;;;;;;;
Digimon Digital Card Battle (USA);Digimon Digital Card Battle (USA);Sony PlayStation;;2001;Bandai;Role-Playing;;;;;;;;;;
Digimon Rumble Arena (USA);Digimon Rumble Arena (USA);Sony PlayStation;;2002;Bandai;Action / Fighting;2;;;;;;;;;
Digimon World (USA);Digimon World (USA);Sony PlayStation;;2000;Bandai;Adventure;1;;;;;;;;;
Digimon World 2 (USA);Digimon World 2 (USA);Sony PlayStation;;2001;Bandai;Adventure;1;;;;;;;;;
Digimon World 3 (USA);Digimon World 3 (USA);Sony PlayStation;;2002;Bandai;Adventure;1;;;;;;;;;
Dino Crisis (USA) (v1.1);Dino Crisis (USA) (v1.1);Sony PlayStation;;1999;Capcom;Horror / Shooter;1;;;;;;;;;
Dino Crisis 2 (USA);Dino Crisis 2 (USA);Sony PlayStation;;2000;Capcom;Action / Adventure;1;;;;;;;;;
Dinomaster Party (Europe) (En,Fr,De,Es,It,Nl);Dinomaster Party (Europe) (En,Fr,De,Es,It,Nl);Sony PlayStation;;;;;;;;;;;;;;
Dinosaurs (Europe) (En,Fr,De);Dinosaurs (Europe) (En,Fr,De);Sony PlayStation;;;;;;;;;;;;;;
Dirt Jockey - Heavy Equipment Operator (USA);Dirt Jockey - Heavy Equipment Operator (USA);Sony PlayStation;;;;;;;;;;;;;;
Discworld II - Mortality Bytes! (USA);Discworld II - Mortality Bytes! (USA);Sony PlayStation;;;;;;;;;;;;;;
Discworld Noir (Europe) (En,Es,It);Discworld Noir (Europe) (En,Es,It);Sony PlayStation;;1999;Gt;Adventure;1;;;;;;;;;
Disney Presents Tigger's Honey Hunt (USA) (v1.1);Disney Presents Tigger's Honey Hunt (USA) (v1.1);Sony PlayStation;;;;;;;;;;;;;;
Disney's 101 Dalmatians II - Patch's London Adventure (USA);Disney's 101 Dalmatians II - Patch's London Adventure (USA);Sony PlayStation;;;;;;;;;;;;;;
Disney's 102 Dalmatians - Puppies to the Rescue (USA);Disney's 102 Dalmatians - Puppies to the Rescue (USA);Sony PlayStation;;;;;;;;;;;;;;
Disney's Aladdin in Nasira's Revenge (USA);Disney's Aladdin in Nasira's Revenge (USA);Sony PlayStation;;2001;Disney Interactive, Inc.;Adventure;1;;;;;;;;;
Disney's Atlantis - The Lost Empire (USA);Disney's Atlantis - The Lost Empire (USA);Sony PlayStation;;2001;Sony Computer Entertainment;Action;1;;;;;;;;;
Disney's Dinosaur (USA);Disney's Dinosaur (USA);Sony PlayStation;;2000;Ubisoft;Adventure / Puzzle;;;;;;;;;;
Disney's Donald Duck - Goin' Quackers (USA);Disney's Donald Duck - Goin' Quackers (USA);Sony PlayStation;;2000;Ubisoft;Platform;1;;;;;;;;;
Disney's Goofy's Fun House (USA);Disney's Goofy's Fun House (USA);Sony PlayStation;;;;;;;;;;;;;;
Disney's Hercules Action Game (USA) (v1.1);Disney's Hercules Action Game (USA) (v1.1);Sony PlayStation;;1997;Disney Interactive Software;Platform;1;;;;;;;;;
Disney's Lilo & Stitch (USA);Disney's Lilo & Stitch (USA);Sony PlayStation;;2002;Disney Interactive;Adventure / Platform;1;;;;;;;;;
Disney's Pooh's Party Game - In Search of the Treasure (USA);Disney's Pooh's Party Game - In Search of the Treasure (USA);Sony PlayStation;;;;;;;;;;;;;;
Disney's Story Studio - Mulan (USA);Disney's Story Studio - Mulan (USA);Sony PlayStation;;1998;Disney Interactive, Inc.;Puzzle;1;;;;;;;;;
Disney's Tarzan (USA) (v1.1);Disney's Tarzan (USA) (v1.1);Sony PlayStation;;1999;Disney Interactive;Action / Adventure;2;;;;;;;;;
